intervention_id,partner_id,intervention_type,intervention_date,outcome,uplift_signal,outcome_recorded_at,created_at
097d495e-539f-45aa-a1f9-e9c7dc676b5f,P15592,none,2025-12-27T04:12:19.387072,Churned,0.2,2026-01-26T04:12:19.387072,2026-02-07T04:12:19.387081
2fe0180b-12c9-4306-b57f-0778b42565b1,P15593,email,2025-11-24T04:12:19.387125,Retained,0.149,2025-12-24T04:12:19.387125,2026-02-07T04:12:19.387133
a5adb89d-563d-42a0-88f9-00844c953cb8,P15594,email,2025-11-14T04:12:19.387176,Churned,0.018,2025-12-14T04:12:19.387176,2026-02-07T04:12:19.387184
1bf45791-2e1c-47a7-b64b-c8bba4ea9a0c,P15594,email,2025-12-08T04:12:19.387215,Retained,0.111,2026-01-07T04:12:19.387215,2026-02-07T04:12:19.387222
5ef86a1c-b9de-4a3f-b06b-d9eb07200d8c,P15594,email,2025-12-10T04:12:19.387252,Churned,-0.038,2026-01-09T04:12:19.387252,2026-02-07T04:12:19.387260
b584b429-eccd-4bc5-a09e-41b9fd0769c2,P15595,email,2025-12-21T04:12:19.387306,Retained,-0.119,2026-01-20T04:12:19.387306,2026-02-07T04:12:19.387313
abdaadb8-a618-4600-a085-a10708643ec7,P15596,none,2025-11-29T04:12:19.387358,Retained,-0.184,2025-12-29T04:12:19.387358,2026-02-07T04:12:19.387365
65a8e2b3-a604-4f1a-a9eb-99982497f588,P15597,email,2025-11-27T04:12:19.387408,Retained,-0.023,2025-12-27T04:12:19.387408,2026-02-07T04:12:19.387416
f5af530f-82df-434c-9f9f-3911c09ac12c,P15597,call,2026-01-02T04:12:19.387447,Retained,0.028,2026-02-01T04:12:19.387447,2026-02-07T04:12:19.387455
bd3c226e-187a-4795-aabc-37de95304a17,P15597,none,2025-12-13T04:12:19.387486,Retained,0.2,2026-01-12T04:12:19.387486,2026-02-07T04:12:19.387493
676c1b97-9e8f-40b0-88a9-ffb2187b82e3,P15598,email,2025-12-04T04:12:19.387537,Retained,0.093,2026-01-03T04:12:19.387537,2026-02-07T04:12:19.387545
b74c8921-2c13-47e3-80e8-095083663487,P15598,email,2025-11-11T04:12:19.387576,Churned,0.066,2025-12-11T04:12:19.387576,2026-02-07T04:12:19.387583
21ef1b64-f4a3-4fbf-94a8-ba341b1b43ea,P15598,email,2025-12-06T04:12:19.387614,Retained,-0.359,2026-01-05T04:12:19.387614,2026-02-07T04:12:19.387621
96d876a3-1bbd-407e-9501-d0930f92c634,P15599,none,2025-12-03T04:12:19.387665,Retained,0.2,2026-01-02T04:12:19.387665,2026-02-07T04:12:19.387672
c7955495-1d5d-4147-ac20-cde1c042f393,P15599,email,2025-12-23T04:12:19.387702,Retained,0.17,2026-01-22T04:12:19.387702,2026-02-07T04:12:19.387709
31a612c1-453e-40a0-99a6-0f2da5da55e7,P15600,email,2025-11-17T04:12:19.387754,Retained,-0.084,2025-12-17T04:12:19.387754,2026-02-07T04:12:19.387761
f0797a5a-a4e9-4012-b0ea-62770cd294e3,P15601,none,2025-11-25T04:12:19.387805,Retained,-0.051,2025-12-25T04:12:19.387805,2026-02-07T04:12:19.387812
21824bd5-9279-4583-8aef-bc4608d0cfad,P15601,email,2025-12-13T04:12:19.387842,Retained,-0.203,2026-01-12T04:12:19.387842,2026-02-07T04:12:19.387849
3b7d58f5-1863-41f1-a0d9-c7ea9c18dbb9,P15601,email,2025-12-24T04:12:19.387879,Retained,-0.114,2026-01-23T04:12:19.387879,2026-02-07T04:12:19.387887
cbe78fcd-e72a-4b4a-91bc-be053942ca35,P15602,call,2025-12-21T04:12:19.387931,Retained,0.116,2026-01-20T04:12:19.387931,2026-02-07T04:12:19.387938
452a4429-6644-4d13-82c3-f78f668eddbd,P15603,none,2025-12-25T04:12:19.387982,Retained,0.072,2026-01-24T04:12:19.387982,2026-02-07T04:12:19.387989
02017e8e-1aaa-45eb-96e3-19dfce2799e2,P15603,none,2025-12-31T04:12:19.388019,Retained,-0.166,2026-01-30T04:12:19.388019,2026-02-07T04:12:19.388026
890b6ef0-c9ee-4be2-8306-1a29ef9231d3,P15603,call,2025-12-14T04:12:19.388057,Retained,0.196,2026-01-13T04:12:19.388057,2026-02-07T04:12:19.388065
438a56ed-abba-4258-a24f-934dbb5a8c6e,P15604,email,2025-11-09T04:12:19.388109,Retained,0.2,2025-12-09T04:12:19.388109,2026-02-07T04:12:19.388116
23ac22a3-0478-4276-847a-59178ec404cc,P15604,call,2025-12-23T04:12:19.388146,Retained,-0.115,2026-01-22T04:12:19.388146,2026-02-07T04:12:19.388153
fcbd4774-68a0-46c6-9a0f-275d7679ada4,P15604,call,2025-11-14T04:12:19.388183,Churned,0.158,2025-12-14T04:12:19.388183,2026-02-07T04:12:19.388190
c2a55928-6523-4bc0-b205-5b42ebbceee9,P15605,email,2025-12-10T04:12:19.388238,Retained,-0.202,2026-01-09T04:12:19.388238,2026-02-07T04:12:19.388245
63df6e42-835e-4072-b70b-cdbff7692281,P15605,none,2025-12-29T04:12:19.388275,Retained,0.06,2026-01-28T04:12:19.388275,2026-02-07T04:12:19.388282
be312516-1749-4c88-9185-c790fb8428d2,P15605,email,2025-12-10T04:12:19.388313,Retained,-0.083,2026-01-09T04:12:19.388313,2026-02-07T04:12:19.388321
40552b58-a024-498f-9764-fc2ea1842524,P15606,none,2026-01-03T04:12:19.388368,Churned,0.08,2026-02-02T04:12:19.388368,2026-02-07T04:12:19.388376
142a12ad-e866-4941-9568-5257900b2822,P15607,email,2026-01-01T04:12:19.388424,Retained,-0.111,2026-01-31T04:12:19.388424,2026-02-07T04:12:19.388433
51c15d9a-2f11-41d1-86ed-360cb8470c07,P15607,call,2025-11-23T04:12:19.388464,Retained,0.061,2025-12-23T04:12:19.388464,2026-02-07T04:12:19.388471
dbfeab5a-7894-4469-8db6-4d4e42196671,P15607,none,2025-12-31T04:12:19.388502,Retained,0.038,2026-01-30T04:12:19.388502,2026-02-07T04:12:19.388509
0b20d9b8-c6a2-473a-9dcf-bbe6a2fb8cb2,P15608,none,2026-01-01T04:12:19.388556,Retained,0.2,2026-01-31T04:12:19.388556,2026-02-07T04:12:19.388563
9d6e6309-ce51-46c5-b4d4-c382e70676d8,P15609,email,2025-11-13T04:12:19.388609,Retained,0.146,2025-12-13T04:12:19.388609,2026-02-07T04:12:19.388616
9323d965-3d96-4ff2-88ce-1bc5fed820cd,P15610,email,2025-11-10T04:12:19.388664,Retained,-0.294,2025-12-10T04:12:19.388664,2026-02-07T04:12:19.388671
84509ffe-764e-4fdd-a2cd-d3a8dfdd7b27,P15610,none,2025-12-07T04:12:19.388701,Retained,0.06,2026-01-06T04:12:19.388701,2026-02-07T04:12:19.388708
0bdae5b9-b858-4dde-8df0-794cdd5704d5,P15610,call,2025-12-06T04:12:19.388746,Retained,0.06,2026-01-05T04:12:19.388746,2026-02-07T04:12:19.388753
6db258f7-530d-434c-b61f-4b681ca818c7,P15611,call,2025-12-28T04:12:19.388798,Retained,-0.066,2026-01-27T04:12:19.388798,2026-02-07T04:12:19.388805
2ef2627e-85b4-455a-8ead-1f14b708d48e,P15612,email,2025-12-17T04:12:19.388852,Retained,-0.089,2026-01-16T04:12:19.388852,2026-02-07T04:12:19.388859
b2543f7d-0df8-4d3d-b6ae-30723fb721ad,P15612,call,2025-12-30T04:12:19.388890,Retained,0.039,2026-01-29T04:12:19.388890,2026-02-07T04:12:19.388897
0fd94a97-b016-42ee-92e7-152a26221dac,P15613,none,2025-11-12T04:12:19.388942,Retained,0.073,2025-12-12T04:12:19.388942,2026-02-07T04:12:19.388949
d693c80b-9de7-4918-a82a-e5178df01f72,P15613,email,2025-12-02T04:12:19.388979,Retained,-0.057,2026-01-01T04:12:19.388979,2026-02-07T04:12:19.388986
a2d44f56-b81e-4f4a-bf20-9f905f23f32f,P15613,none,2025-12-26T04:12:19.389019,Retained,-0.006,2026-01-25T04:12:19.389019,2026-02-07T04:12:19.389026
eb2c41f3-e385-441a-921e-3c9fe93389c8,P15614,none,2025-11-17T04:12:19.389069,Retained,-0.17,2025-12-17T04:12:19.389069,2026-02-07T04:12:19.389076
c2052c15-ed93-486b-bfe8-258f6b86364e,P15614,none,2026-01-04T04:12:19.389107,Retained,-0.004,2026-02-03T04:12:19.389107,2026-02-07T04:12:19.389114
8769a141-9b84-47f4-ba6a-81b89c42e720,P15614,none,2025-12-22T04:12:19.389145,Retained,0.143,2026-01-21T04:12:19.389145,2026-02-07T04:12:19.389152
3940a550-489d-4fff-aee2-ac5109013d89,P15615,email,2025-12-02T04:12:19.389198,Retained,-0.106,2026-01-01T04:12:19.389198,2026-02-07T04:12:19.389205
8731d41a-f892-46e6-bd67-ec621735424e,P15615,none,2025-12-23T04:12:19.389236,Retained,0.024,2026-01-22T04:12:19.389236,2026-02-07T04:12:19.389243
727df9db-24ba-4ea8-96f7-f8c01295aa02,P15615,email,2025-11-27T04:12:19.389274,Churned,-0.087,2025-12-27T04:12:19.389274,2026-02-07T04:12:19.389281
ad51199c-e2b8-4332-b670-8f0d6d478afb,P15616,email,2026-01-02T04:12:19.389327,Retained,-0.129,2026-02-01T04:12:19.389327,2026-02-07T04:12:19.389334
09be175a-ed8a-4d4d-a129-3c202b055478,P15616,email,2026-01-01T04:12:19.389365,Retained,-0.039,2026-01-31T04:12:19.389365,2026-02-07T04:12:19.389372
ec06b2ef-40db-422a-83a5-3c2c54af0d2b,P15617,none,2025-11-11T04:12:19.389418,Retained,0.2,2025-12-11T04:12:19.389418,2026-02-07T04:12:19.389426
9c1b9edd-4b4f-47aa-87d5-541a6ee49420,P15617,none,2025-12-24T04:12:19.389507,Retained,-0.184,2026-01-23T04:12:19.389507,2026-02-07T04:12:19.389518
f062e776-dafc-4aba-9701-212df170f66a,P15617,email,2025-12-23T04:12:19.389631,Retained,-0.193,2026-01-22T04:12:19.389631,2026-02-07T04:12:19.389647
0424ff4e-f936-4a16-bbcf-42bb88d9a23c,P15618,email,2026-01-04T04:12:19.389886,Retained,-0.108,2026-02-03T04:12:19.389886,2026-02-07T04:12:19.389900
2329606d-df96-4cf2-b58d-4cd1d9a3db5a,P15619,email,2025-12-27T04:12:19.390089,Churned,0.173,2026-01-26T04:12:19.390089,2026-02-07T04:12:19.390105
4a1ee349-cd1c-47e4-b916-122f37f8f3fa,P15619,none,2025-11-09T04:12:19.390188,Retained,-0.236,2025-12-09T04:12:19.390188,2026-02-07T04:12:19.390202
ea83ca3e-9422-42cc-8efe-e25cfe2ee3b0,P15619,call,2025-11-29T04:12:19.390259,Retained,-0.202,2025-12-29T04:12:19.390259,2026-02-07T04:12:19.390271
53e6e4bb-40ff-4489-b24b-854992931107,P15620,email,2025-12-20T04:12:19.390340,Churned,0.154,2026-01-19T04:12:19.390340,2026-02-07T04:12:19.390349
adc0fc7c-e2a6-4132-a58c-ea6432aae684,P15621,email,2025-12-28T04:12:19.390400,Retained,-0.126,2026-01-27T04:12:19.390400,2026-02-07T04:12:19.390409
870bf1e6-6b95-451c-a990-6544430219c3,P15621,email,2025-11-29T04:12:19.390442,Retained,-0.031,2025-12-29T04:12:19.390442,2026-02-07T04:12:19.390450
6e3fecc8-07f8-47e4-8cbe-5092beb091a4,P15622,none,2025-12-12T04:12:19.390501,Retained,0.038,2026-01-11T04:12:19.390501,2026-02-07T04:12:19.390509
6f28d57b-86a3-4313-abee-352cbeebd8ea,P15623,none,2025-11-26T04:12:19.390558,Retained,0.2,2025-12-26T04:12:19.390558,2026-02-07T04:12:19.390566
9e7c3bcf-0bf1-4599-8b68-ea3692aff903,P15623,email,2025-12-05T04:12:19.390599,Churned,0.012,2026-01-04T04:12:19.390599,2026-02-07T04:12:19.390607
b6f52ca7-3122-4dd5-8b47-28d2dde5d658,P15623,call,2025-11-23T04:12:19.390640,Retained,-0.195,2025-12-23T04:12:19.390640,2026-02-07T04:12:19.390648
eef0b8d7-d7ea-4d8b-8b2b-8fe363109303,P15624,none,2025-12-05T04:12:19.390694,Retained,0.2,2026-01-04T04:12:19.390694,2026-02-07T04:12:19.390701
f48a445f-cb98-4eb0-9327-b0187a8fa480,P15625,call,2025-12-29T04:12:19.390746,Retained,-0.092,2026-01-28T04:12:19.390746,2026-02-07T04:12:19.390753
c07239b7-b9f4-4fe8-a249-414d35d708a6,P15625,email,2025-11-13T04:12:19.390784,Retained,0.116,2025-12-13T04:12:19.390784,2026-02-07T04:12:19.390791
6af36b1f-e172-4310-b10c-306307cf40a9,P15626,none,2025-11-30T04:12:19.390838,Retained,-0.03,2025-12-30T04:12:19.390838,2026-02-07T04:12:19.390845
bc45264d-ee90-454a-850a-5b88562d28e1,P15626,email,2025-12-27T04:12:19.390878,Churned,0.172,2026-01-26T04:12:19.390878,2026-02-07T04:12:19.390885
8ad9030d-e043-49be-a701-7f065fd44b15,P15627,none,2025-12-12T04:12:19.390943,Retained,0.024,2026-01-11T04:12:19.390943,2026-02-07T04:12:19.390951
84b2def9-70f2-48f8-b8ac-095e760a4f0b,P15627,email,2026-01-02T04:12:19.390982,Churned,0.2,2026-02-01T04:12:19.390982,2026-02-07T04:12:19.390989
57822df5-632d-4027-ae10-11caa14af9ce,P15628,none,2025-12-22T04:12:19.391035,Retained,0.078,2026-01-21T04:12:19.391035,2026-02-07T04:12:19.391043
725567df-6760-4ce7-ad3a-1e8891e547c7,P15628,none,2026-01-04T04:12:19.391074,Retained,0.136,2026-02-03T04:12:19.391074,2026-02-07T04:12:19.391081
3c35029c-3f10-4ced-8a40-5c4d674083ee,P15629,none,2025-12-12T04:12:19.391127,Churned,0.2,2026-01-11T04:12:19.391127,2026-02-07T04:12:19.391134
7943e1da-bd66-43ba-a9e9-41ac2e293b1c,P15630,none,2025-12-04T04:12:19.391182,Retained,-0.007,2026-01-03T04:12:19.391182,2026-02-07T04:12:19.391189
f6e3b4c1-015c-439d-8ee7-414f6f672954,P15630,call,2025-11-15T04:12:19.391220,Retained,0.068,2025-12-15T04:12:19.391220,2026-02-07T04:12:19.391227
f3870747-f1e9-4e87-a505-2a807e1ca02d,P15631,email,2025-11-29T04:12:19.391275,Retained,0.119,2025-12-29T04:12:19.391275,2026-02-07T04:12:19.391283
fb82ed26-2be9-496a-9537-5f7347866254,P15632,email,2025-12-31T04:12:19.391330,Retained,-0.289,2026-01-30T04:12:19.391330,2026-02-07T04:12:19.391338
64e9f783-980e-4377-8c4f-34fe39c9753e,P15632,call,2026-01-06T04:12:19.391372,Retained,-0.333,2026-02-05T04:12:19.391372,2026-02-07T04:12:19.391380
782f2732-0caf-4222-afc9-900b314b9ec6,P15632,email,2025-12-12T04:12:19.391415,Retained,0.112,2026-01-11T04:12:19.391415,2026-02-07T04:12:19.391422
06920110-c1e3-4fdb-b72c-9eac67023db8,P15633,none,2025-12-10T04:12:19.391469,Retained,-0.034,2026-01-09T04:12:19.391469,2026-02-07T04:12:19.391477
7175da64-7a9d-40b5-b59f-25c5e147f115,P15633,none,2025-11-10T04:12:19.391508,Churned,0.2,2025-12-10T04:12:19.391508,2026-02-07T04:12:19.391515
cdb0ca52-dd9a-4014-837e-8457b728e1f9,P15633,email,2025-12-20T04:12:19.391546,Retained,-0.095,2026-01-19T04:12:19.391546,2026-02-07T04:12:19.391553
f3cf7887-5c68-434f-933d-ae8682cf5122,P15634,call,2026-01-03T04:12:19.391602,Retained,-0.24,2026-02-02T04:12:19.391602,2026-02-07T04:12:19.391610
2eaf54ae-247a-4ba9-9a16-025be47c36ef,P15634,email,2025-11-30T04:12:19.391641,Retained,-0.017,2025-12-30T04:12:19.391641,2026-02-07T04:12:19.391649
cda0acec-a479-48f1-b37e-3d086c595589,P15635,email,2025-12-20T04:12:19.391693,Churned,-0.248,2026-01-19T04:12:19.391693,2026-02-07T04:12:19.391700
d30fdd3f-e3d8-44f5-a193-9fdb63f6f589,P15636,email,2025-12-14T04:12:19.391748,Retained,0.104,2026-01-13T04:12:19.391748,2026-02-07T04:12:19.391756
cfc5a4c0-c0a1-4de5-9f5c-9645160b2657,P15636,none,2025-12-03T04:12:19.391786,Retained,-0.006,2026-01-02T04:12:19.391786,2026-02-07T04:12:19.391793
7fe99ce0-dd88-4ebb-9fbc-29751437fa3b,P15637,email,2025-11-18T04:12:19.391838,Retained,-0.264,2025-12-18T04:12:19.391838,2026-02-07T04:12:19.391845
c1a70a27-0bc7-4b82-a3c2-0ad626b5b50e,P15637,email,2025-12-22T04:12:19.391876,Retained,0.141,2026-01-21T04:12:19.391876,2026-02-07T04:12:19.391883
c6cb7220-18f8-4127-83cd-98d62be36763,P15638,email,2025-11-24T04:12:19.391927,Retained,-0.209,2025-12-24T04:12:19.391927,2026-02-07T04:12:19.391934
9b5d9cae-9060-40a3-bf43-f0eef694ab73,P15639,email,2025-12-04T04:12:19.391980,Retained,0.2,2026-01-03T04:12:19.391980,2026-02-07T04:12:19.391987
5f818640-dd7a-43e1-8f43-6db47483fcdd,P15639,email,2025-11-09T04:12:19.392018,Retained,-0.12,2025-12-09T04:12:19.392018,2026-02-07T04:12:19.392025
43bb66e0-d876-4565-86bb-6e7b7a3dae68,P15640,call,2026-01-04T04:12:19.392069,Retained,-0.188,2026-02-03T04:12:19.392069,2026-02-07T04:12:19.392077
9109dcbf-d9ef-4896-945b-0f3f86d9ae59,P15640,email,2025-12-20T04:12:19.392107,Retained,-0.197,2026-01-19T04:12:19.392107,2026-02-07T04:12:19.392115
db693027-b83a-4b4b-933d-b3e8a54e6f6a,P15640,email,2026-01-05T04:12:19.392146,Retained,-0.041,2026-02-04T04:12:19.392146,2026-02-07T04:12:19.392153
3f7cf045-035a-431d-90c7-f46822a50a5c,P15641,none,2025-12-11T04:12:19.392201,Retained,0.096,2026-01-10T04:12:19.392201,2026-02-07T04:12:19.392209
1a5f5fc8-85a3-452e-8a33-878362ee1d47,P15642,none,2025-12-29T04:12:19.392255,Retained,-0.037,2026-01-28T04:12:19.392255,2026-02-07T04:12:19.392263
00d5978e-5fe2-4dc0-8304-5e83e368b795,P15643,email,2025-12-06T04:12:19.392308,Retained,-0.087,2026-01-05T04:12:19.392308,2026-02-07T04:12:19.392315
684c10de-f9e0-419c-8ccd-98c743c839bd,P15643,none,2025-11-11T04:12:19.392349,Retained,-0.255,2025-12-11T04:12:19.392349,2026-02-07T04:12:19.392356
192441a1-6e05-4358-871f-23fe0a436569,P15644,call,2025-11-22T04:12:19.392400,Retained,-0.265,2025-12-22T04:12:19.392400,2026-02-07T04:12:19.392408
b52be0b8-ad79-4f74-8097-80d91d312184,P15644,email,2025-11-23T04:12:19.392438,Retained,-0.265,2025-12-23T04:12:19.392438,2026-02-07T04:12:19.392445
c6741132-064f-4822-b7de-2405a16121d8,P15644,email,2026-01-01T04:12:19.392475,Retained,-0.047,2026-01-31T04:12:19.392475,2026-02-07T04:12:19.392483
73b5f575-46ae-41c4-8a31-ca6f87d4e413,P15645,email,2025-11-18T04:12:19.392533,Retained,0.16,2025-12-18T04:12:19.392533,2026-02-07T04:12:19.392541
2a045331-0f34-47b8-8542-494228e37143,P15646,none,2025-12-17T04:12:19.392587,Retained,0.2,2026-01-16T04:12:19.392587,2026-02-07T04:12:19.392595
235c541a-e4ef-46b6-bbe0-a85e17a9d0a5,P15646,none,2025-12-31T04:12:19.392626,Retained,-0.027,2026-01-30T04:12:19.392626,2026-02-07T04:12:19.392633
25fe937b-6a2b-4245-8686-900bdf1a0797,P15646,none,2025-11-28T04:12:19.392663,Retained,0.125,2025-12-28T04:12:19.392663,2026-02-07T04:12:19.392670
32ec96dd-6774-4df8-895d-9065fd4ee49a,P15647,call,2025-12-23T04:12:19.392715,Retained,-0.208,2026-01-22T04:12:19.392715,2026-02-07T04:12:19.392722
34d0f0f3-960d-4550-9f81-dfb5462c3dd1,P15648,email,2025-12-06T04:12:19.392771,Churned,0.045,2026-01-05T04:12:19.392771,2026-02-07T04:12:19.392778
c4cd3671-ac19-4bf7-a303-8961a641c3e3,P15648,email,2025-11-21T04:12:19.392811,Retained,0.038,2025-12-21T04:12:19.392811,2026-02-07T04:12:19.392818
4a1a3ca1-3530-4958-b4f5-5c78a4d3077f,P15649,email,2026-01-04T04:12:19.392865,Retained,-0.244,2026-02-03T04:12:19.392865,2026-02-07T04:12:19.392872
261e9e5f-08cf-4c9a-bd65-3d9411e3aed2,P15649,none,2025-12-20T04:12:19.392904,Retained,0.009,2026-01-19T04:12:19.392904,2026-02-07T04:12:19.392911
4f748ede-8c4d-447f-af64-801714a8a99a,P15650,email,2025-11-14T04:12:19.392965,Churned,0.2,2025-12-14T04:12:19.392965,2026-02-07T04:12:19.392972
b5573c28-a1e3-407f-b37f-839f51441b35,P15651,email,2025-12-16T04:12:19.393017,Retained,-0.033,2026-01-15T04:12:19.393017,2026-02-07T04:12:19.393025
3752b3a2-8d91-4d84-befa-bc696e46c5a7,P15651,email,2025-12-05T04:12:19.393056,Retained,-0.278,2026-01-04T04:12:19.393056,2026-02-07T04:12:19.393063
15a07d48-f5a3-4159-92de-87aead73413e,P15651,email,2025-11-28T04:12:19.393095,Retained,-0.003,2025-12-28T04:12:19.393095,2026-02-07T04:12:19.393102
005cf1de-26fc-4971-aaeb-72e116377bc8,P15652,email,2025-12-04T04:12:19.393147,Retained,-0.039,2026-01-03T04:12:19.393147,2026-02-07T04:12:19.393154
8c87bd6d-5aa4-43a3-8bfc-f04f4464ff3a,P15652,none,2025-12-20T04:12:19.393188,Retained,0.096,2026-01-19T04:12:19.393188,2026-02-07T04:12:19.393196
2f9e3a25-e138-414f-b7da-0e47c0750137,P15652,none,2026-01-04T04:12:19.393226,Retained,0.2,2026-02-03T04:12:19.393226,2026-02-07T04:12:19.393233
30f3d33b-fdd3-4f1a-a565-bd29c2ed49d2,P15653,none,2025-12-09T04:12:19.393280,Churned,0.007,2026-01-08T04:12:19.393280,2026-02-07T04:12:19.393288
25c0fc6d-dbe6-4b0b-ac03-ec9b74e439ec,P15653,none,2025-12-21T04:12:19.393319,Retained,-0.331,2026-01-20T04:12:19.393319,2026-02-07T04:12:19.393326
6bf0993c-5294-4d72-873a-897873f08a39,P15654,email,2026-01-06T04:12:19.393374,Retained,-0.086,2026-02-05T04:12:19.393374,2026-02-07T04:12:19.393381
07ef60be-0ad2-4005-b56a-8d114a5ade85,P15654,email,2025-12-15T04:12:19.393411,Retained,-0.029,2026-01-14T04:12:19.393411,2026-02-07T04:12:19.393419
4272e4ea-ce19-4d8f-b2c0-a7d93145078e,P15655,email,2026-01-03T04:12:19.393463,Retained,-0.075,2026-02-02T04:12:19.393463,2026-02-07T04:12:19.393470
0df71d44-adb1-4d5d-8e74-2b957de7479f,P15656,none,2025-11-15T04:12:19.393514,Retained,-0.169,2025-12-15T04:12:19.393514,2026-02-07T04:12:19.393522
f6f9c31d-702b-459b-a7f0-104a9efa1203,P15657,email,2025-11-18T04:12:19.393566,Retained,-0.128,2025-12-18T04:12:19.393566,2026-02-07T04:12:19.393574
025d31df-90a1-4e31-83aa-9ed41b9fe5b2,P15658,none,2026-01-01T04:12:19.393618,Churned,0.01,2026-01-31T04:12:19.393618,2026-02-07T04:12:19.393625
12781c53-c12a-48a0-bcda-535c1beba97e,P15658,email,2025-11-11T04:12:19.393656,Retained,0.084,2025-12-11T04:12:19.393656,2026-02-07T04:12:19.393663
24e01a3b-43fd-4aa0-9cfb-4d103ae40b91,P15659,none,2025-11-25T04:12:19.393710,Retained,0.038,2025-12-25T04:12:19.393710,2026-02-07T04:12:19.393717
ea37186a-46ae-4534-b524-5aa414b971a0,P15659,call,2025-11-28T04:12:19.393747,Retained,-0.117,2025-12-28T04:12:19.393747,2026-02-07T04:12:19.393755
3ca6cc5b-3994-4f9e-92fa-fa22dff61997,P15659,email,2025-12-04T04:12:19.393786,Churned,0.07,2026-01-03T04:12:19.393786,2026-02-07T04:12:19.393793
75cfb775-3397-4f31-957c-c49d0a421200,P15660,none,2026-01-08T04:12:19.393840,Retained,0.063,2026-02-07T04:12:19.393840,2026-02-07T04:12:19.393847
c32ff8ca-42a4-4cdd-9830-c9b95aa33ec6,P15661,none,2026-01-03T04:12:19.393891,Retained,-0.056,2026-02-02T04:12:19.393891,2026-02-07T04:12:19.393898
61845ea0-1a8a-48c7-ac90-697108b5c7ef,P15661,none,2025-12-15T04:12:19.393929,Retained,0.11,2026-01-14T04:12:19.393929,2026-02-07T04:12:19.393936
73af3207-2983-4eb9-b029-f3cdb165c690,P15662,email,2026-01-06T04:12:19.393979,Retained,-0.25,2026-02-05T04:12:19.393979,2026-02-07T04:12:19.393987
22b3cf25-ebf7-4d74-bfc1-34db65bb371b,P15662,email,2025-11-12T04:12:19.394018,Retained,-0.131,2025-12-12T04:12:19.394018,2026-02-07T04:12:19.394025
247f75f3-7c9a-4255-9e8e-838d62ea9589,P15663,email,2025-12-17T04:12:19.394071,Retained,0.052,2026-01-16T04:12:19.394071,2026-02-07T04:12:19.394078
f4a18a66-62f7-4601-b447-9b0245cb7cea,P15664,none,2026-01-05T04:12:19.394125,Retained,-0.126,2026-02-04T04:12:19.394125,2026-02-07T04:12:19.394132
6719d80b-f590-4940-bf7b-8511c90aa0ee,P15664,none,2025-11-11T04:12:19.394163,Retained,0.2,2025-12-11T04:12:19.394163,2026-02-07T04:12:19.394170
4b018b3e-28c8-4d92-a006-a8c94459ab4a,P15665,none,2025-12-18T04:12:19.394213,Retained,0.037,2026-01-17T04:12:19.394213,2026-02-07T04:12:19.394220
993bed10-4c6c-4265-91be-de8cdc13ee1e,P15665,none,2025-12-31T04:12:19.394250,Retained,-0.381,2026-01-30T04:12:19.394250,2026-02-07T04:12:19.394257
6d9cab87-178d-4ce9-8cb5-2aca2943a355,P15666,email,2025-12-03T04:12:19.394301,Churned,0.2,2026-01-02T04:12:19.394301,2026-02-07T04:12:19.394308
8edd45dd-7411-40ab-893f-fad0d4c1fb4d,P15666,none,2025-11-19T04:12:19.394341,Retained,0.105,2025-12-19T04:12:19.394341,2026-02-07T04:12:19.394348
072d449c-0712-4cb8-9f57-e220c7a6b0dd,P15667,none,2026-01-05T04:12:19.394392,Retained,0.009,2026-02-04T04:12:19.394392,2026-02-07T04:12:19.394399
5157076a-d900-47db-9fbf-6639073f501f,P15667,none,2025-11-18T04:12:19.394433,Churned,-0.0,2025-12-18T04:12:19.394433,2026-02-07T04:12:19.394440
eaf60dac-d86c-4d99-ac5a-1395af54a5d8,P15668,none,2025-12-17T04:12:19.394484,Retained,-0.211,2026-01-16T04:12:19.394484,2026-02-07T04:12:19.394492
07945b2b-2d9c-4e8e-ba89-483a192e797c,P15668,call,2025-12-20T04:12:19.394526,Retained,0.109,2026-01-19T04:12:19.394526,2026-02-07T04:12:19.394533
71a47641-f815-4fc5-b8da-79f3ee37f464,P15668,email,2025-11-09T04:12:19.394565,Retained,0.101,2025-12-09T04:12:19.394565,2026-02-07T04:12:19.394586
accff9e4-0579-4377-a272-309e102c1919,P15669,none,2025-11-16T04:12:19.394648,Retained,0.197,2025-12-16T04:12:19.394648,2026-02-07T04:12:19.394657
90dffcdc-bcc4-4345-afe7-da3e52ad7809,P15670,none,2025-12-27T04:12:19.394722,Retained,-0.072,2026-01-26T04:12:19.394722,2026-02-07T04:12:19.394730
1173a218-e554-4a5a-ad5e-411b45baf38e,P15670,none,2025-11-26T04:12:19.394762,Retained,-0.214,2025-12-26T04:12:19.394762,2026-02-07T04:12:19.394770
f4de2d4c-ea03-4729-8e37-8fc22b49eae3,P15670,none,2025-11-27T04:12:19.394801,Retained,0.136,2025-12-27T04:12:19.394801,2026-02-07T04:12:19.394809
e313831e-dde6-4f9e-b590-e81c91985d36,P15671,none,2025-12-10T04:12:19.394857,Retained,0.012,2026-01-09T04:12:19.394857,2026-02-07T04:12:19.394865
