partner_id,region,payment_rail_type,is_master_affiliate,tier,tenure_months,avg_commission_3m,commission_volatility,login_count_30d,days_since_last_interaction,dashboard_usage_score,asset_download_count_30d,payment_delay_flag,unresolved_ticket_count,negative_sentiment_score,tier_proximity_score,traffic_quality_score,subnetwork_avg_health_score,subnetwork_recent_churn_count,churn_label,login_trend_30d,revenue_velocity,commission_trend_90d,conversion_rate_wow,churn_scenario,created_at,updated_at
P16357,APAC,Bank,False,Silver,2,2140.61,369.84,13,0,0.6954,2,True,0,0.15,1.0,0.5602,,0,False,0.034,5.03,-0.045,0.0164,Healthy,2026-02-07T04:12:17.408785,2026-02-07T04:12:17.408786
P16358,LATAM,Bank,False,Platinum,30,1179.35,30.22,10,2,0.8486,2,False,0,0.15,0.0,0.5368,,0,True,0.065,-62.17,-0.197,0.0127,Tier_Cliff_Anxiety,2026-02-07T04:12:17.408841,2026-02-07T04:12:17.408841
P16359,EMEA,P2P,False,Gold,17,1563.91,499.89,35,1,0.5244,4,False,0,0.19,0.0,0.5961,,0,False,0.12,-43.96,0.024,0.0329,Healthy,2026-02-07T04:12:17.408896,2026-02-07T04:12:17.408897
P16360,EMEA,P2P,False,Bronze,6,1449.61,420.94,17,0,0.4911,3,False,0,0.2,1.0,0.3137,,0,False,0.231,34.25,-0.093,0.0036,Healthy,2026-02-07T04:12:17.408948,2026-02-07T04:12:17.408949
P16361,LATAM,P2P,False,Bronze,68,1504.86,917.53,16,1,0.6531,2,False,0,0.05,1.0,0.5979,,0,False,-0.334,1.23,0.019,0.0219,Healthy,2026-02-07T04:12:17.409000,2026-02-07T04:12:17.409001
P16362,LATAM,P2P,False,Silver,115,7387.19,2056.72,22,3,0.3228,3,False,0,0.3,1.0,0.6998,,0,False,-0.192,-31.11,0.051,0.0095,Healthy,2026-02-07T04:12:17.409056,2026-02-07T04:12:17.409057
P16363,EMEA,Crypto,False,Bronze,24,5157.69,1607.16,14,5,0.4525,3,True,0,0.4,1.0,0.7116,,0,True,0.046,-79.04,0.054,-0.0563,Passive_Disengagement,2026-02-07T04:12:17.409109,2026-02-07T04:12:17.409110
P16364,Africa,Crypto,False,Silver,30,2014.09,512.29,0,3,0.6764,4,True,0,0.26,1.0,0.4978,,0,False,0.076,-44.06,0.152,0.0136,Healthy,2026-02-07T04:12:17.409196,2026-02-07T04:12:17.409198
P16365,MENA,Bank,False,Bronze,9,1928.72,593.54,20,0,0.6775,7,False,0,0.4,1.0,0.4747,,0,True,-0.014,-71.99,-0.073,-0.0233,Passive_Disengagement,2026-02-07T04:12:17.409263,2026-02-07T04:12:17.409264
P16366,APAC,P2P,False,Silver,17,1237.96,488.02,3,3,0.7359,5,False,0,0.25,0.238,0.6228,,0,False,-0.067,71.36,0.101,0.0098,Healthy,2026-02-07T04:12:17.409324,2026-02-07T04:12:17.409325
P16367,EMEA,Crypto,False,Bronze,5,1006.52,49.53,19,4,0.7481,4,False,1,0.17,1.0,0.4707,,0,False,0.315,-7.87,0.12,0.0243,Healthy,2026-02-07T04:12:17.409380,2026-02-07T04:12:17.409381
P16368,MENA,Crypto,False,Bronze,31,4486.55,1331.45,10,4,0.7718,4,True,0,0.12,1.0,0.6318,,0,False,0.117,2.79,0.034,-0.0065,Healthy,2026-02-07T04:12:17.409434,2026-02-07T04:12:17.409435
P16369,MENA,Crypto,False,Gold,32,12229.82,3771.54,17,10,0.6622,0,False,1,0.34,1.0,0.4043,,0,False,0.386,30.34,-0.049,0.0224,Healthy,2026-02-07T04:12:17.409493,2026-02-07T04:12:17.409494
P16370,MENA,P2P,False,Bronze,31,1330.12,481.18,0,8,0.7325,6,False,0,0.15,1.0,0.6253,,0,True,-0.042,-64.0,0.074,-0.0431,Passive_Disengagement,2026-02-07T04:12:17.409546,2026-02-07T04:12:17.409547
P16371,Africa,P2P,False,Silver,6,1680.68,241.32,15,11,0.72,2,False,1,0.27,0.6807,0.5721,,0,False,0.354,-11.89,0.054,-0.0113,Healthy,2026-02-07T04:12:17.409608,2026-02-07T04:12:17.409609
P16372,EMEA,Agent,False,Silver,1,29299.07,8709.25,22,1,0.5393,2,False,0,0.11,1.0,0.546,,0,False,0.163,7.64,-0.025,0.0215,Healthy,2026-02-07T04:12:17.409670,2026-02-07T04:12:17.409671
P16373,APAC,Crypto,False,Gold,1,1356.46,264.82,3,11,0.4086,4,False,2,0.38,0.0,0.435,,0,False,-0.006,14.5,-0.006,-0.0036,Healthy,2026-02-07T04:12:17.409729,2026-02-07T04:12:17.409730
P16374,LATAM,Crypto,False,Bronze,17,1653.06,561.03,20,2,0.5488,3,False,1,0.02,1.0,0.669,,0,False,0.232,36.75,-0.023,0.0088,Healthy,2026-02-07T04:12:17.409789,2026-02-07T04:12:17.409790
P16375,MENA,Bank,False,Bronze,12,5437.6,1595.19,7,3,0.4061,2,False,0,0.04,1.0,0.795,,0,False,0.35,15.02,0.119,0.0109,Healthy,2026-02-07T04:12:17.409846,2026-02-07T04:12:17.409846
P16376,LATAM,Crypto,False,Silver,16,4259.91,1195.5,29,0,0.8016,3,False,1,0.25,1.0,0.8414,,0,False,-0.206,1.43,-0.05,0.0121,Healthy,2026-02-07T04:12:17.409903,2026-02-07T04:12:17.409904
P16377,CIS,P2P,False,Silver,14,1416.76,256.69,16,8,0.7934,0,True,1,0.16,0.4168,0.4205,,0,False,0.034,-11.24,0.106,0.0106,Healthy,2026-02-07T04:12:17.409959,2026-02-07T04:12:17.409960
P16378,CIS,Bank,False,Silver,10,6911.85,2164.82,7,1,0.5486,3,False,0,0.16,1.0,0.6965,,0,False,0.007,30.81,0.084,0.0181,Healthy,2026-02-07T04:12:17.410017,2026-02-07T04:12:17.410018
P16379,CIS,P2P,False,Silver,1,5116.43,1773.46,20,8,0.5272,3,False,1,0.27,1.0,0.3088,,0,False,-0.391,5.48,0.042,-0.0184,Healthy,2026-02-07T04:12:17.410075,2026-02-07T04:12:17.410076
P16380,LATAM,P2P,False,Silver,17,3618.73,1164.33,9,10,0.6998,5,True,2,0.19,1.0,0.632,,0,False,0.178,-15.0,-0.015,0.0103,Healthy,2026-02-07T04:12:17.410134,2026-02-07T04:12:17.410135
P16381,EMEA,Mobile_Money,False,Silver,2,4189.23,1224.22,15,2,0.5301,6,False,0,0.08,1.0,0.4923,,0,True,-0.028,-121.17,0.027,-0.0369,Passive_Disengagement,2026-02-07T04:12:17.410190,2026-02-07T04:12:17.410194
P16382,APAC,Agent,True,Bronze,9,1432.39,511.58,0,1,0.3608,5,False,2,0.15,1.0,0.848,77.78,8,False,-0.115,-25.0,0.129,0.0102,Healthy,2026-02-07T04:12:17.410251,2026-02-07T04:12:17.410252
P16383,CIS,P2P,False,Bronze,19,1824.03,275.09,16,1,0.8203,4,False,0,0.19,1.0,0.6382,,0,False,0.101,-13.02,0.089,-0.0143,Healthy,2026-02-07T04:12:17.410306,2026-02-07T04:12:17.410307
P16384,EMEA,P2P,False,Bronze,21,1258.56,442.22,23,1,0.8581,0,False,0,0.07,1.0,0.3475,,0,False,0.044,-20.37,0.011,0.0052,Healthy,2026-02-07T04:12:17.410361,2026-02-07T04:12:17.410362
P16385,EMEA,P2P,False,Platinum,4,1802.76,24.61,33,17,0.4182,4,False,1,0.1,0.0,0.5513,,0,False,-0.089,73.12,0.049,-0.0059,Healthy,2026-02-07T04:12:17.410420,2026-02-07T04:12:17.410421
P16386,EMEA,Bank,False,Bronze,15,1540.25,364.79,18,1,0.6276,0,False,1,0.17,1.0,0.6603,,0,False,0.228,0.67,0.112,0.0337,Healthy,2026-02-07T04:12:17.410474,2026-02-07T04:12:17.410475
P16387,Africa,Agent,False,Silver,12,2044.07,525.14,9,9,0.2811,3,False,1,0.32,1.0,0.6356,,0,False,0.075,-9.45,0.188,0.0287,Healthy,2026-02-07T04:12:17.410533,2026-02-07T04:12:17.410534
P16388,LATAM,P2P,False,Bronze,2,1543.55,707.35,14,6,0.5181,7,False,0,0.07,1.0,0.4219,,0,False,-0.084,-57.55,0.118,0.0158,Healthy,2026-02-07T04:12:17.410585,2026-02-07T04:12:17.410586
P16389,LATAM,Crypto,False,Bronze,40,1411.21,466.66,19,5,0.7909,5,False,1,0.23,1.0,0.6746,,0,False,0.022,20.44,0.063,0.011,Healthy,2026-02-07T04:12:17.410637,2026-02-07T04:12:17.410638
P16390,APAC,Bank,False,Bronze,7,1694.71,327.43,14,1,0.4951,2,False,2,0.02,1.0,0.7302,,0,False,-0.304,-12.68,0.081,0.0421,Healthy,2026-02-07T04:12:17.410689,2026-02-07T04:12:17.410690
P16391,LATAM,P2P,False,Bronze,4,1214.27,713.42,2,7,0.4991,4,False,0,0.32,1.0,0.7893,,0,False,0.006,-2.55,0.082,0.0113,Healthy,2026-02-07T04:12:17.410742,2026-02-07T04:12:17.410743
P16392,LATAM,Crypto,True,Silver,9,1007.63,290.88,9,3,0.7291,2,False,0,0.13,0.0076,0.3466,65.38,9,False,-0.076,-12.57,0.122,0.0228,Healthy,2026-02-07T04:12:17.410804,2026-02-07T04:12:17.410805
P16393,APAC,P2P,False,Bronze,20,2119.13,736.51,8,0,0.5118,3,False,1,0.11,1.0,0.6681,,0,False,-0.083,0.52,-0.003,0.0125,Healthy,2026-02-07T04:12:17.410859,2026-02-07T04:12:17.410860
P16394,EMEA,P2P,False,Bronze,16,2936.66,893.63,13,2,0.7221,2,False,2,0.17,1.0,0.4756,,0,False,0.11,24.87,-0.003,0.0081,Healthy,2026-02-07T04:12:17.410912,2026-02-07T04:12:17.410913
P16395,EMEA,Bank,False,Silver,7,8754.31,3122.45,14,3,0.1676,4,False,0,0.23,1.0,0.3859,,0,True,0.212,-162.42,-0.08,-0.0049,Passive_Disengagement,2026-02-07T04:12:17.410972,2026-02-07T04:12:17.410972
P16396,MENA,Crypto,False,Bronze,55,3391.22,1175.47,17,1,0.7439,3,False,1,0.2,1.0,0.8024,,0,False,-0.271,-9.31,-0.046,-0.0012,Healthy,2026-02-07T04:12:17.411027,2026-02-07T04:12:17.411028
P16397,EMEA,Bank,False,Silver,11,14174.62,4480.88,19,0,0.6942,1,False,0,0.06,1.0,0.6764,,0,False,0.189,-26.24,0.102,0.0007,Healthy,2026-02-07T04:12:17.411082,2026-02-07T04:12:17.411083
P16398,APAC,Bank,False,Gold,4,1225.95,26.92,33,1,0.3603,3,True,2,0.27,0.0,0.4719,,0,True,-0.184,-73.61,-0.008,-0.0315,Tier_Cliff_Anxiety,2026-02-07T04:12:17.411140,2026-02-07T04:12:17.411144
P16399,EMEA,Agent,False,Silver,25,2960.04,840.42,11,1,0.6394,5,False,0,0.23,1.0,0.6185,,0,False,0.12,22.45,0.034,0.0015,Healthy,2026-02-07T04:12:17.411199,2026-02-07T04:12:17.411200
P16400,LATAM,Bank,False,Bronze,6,1877.9,595.42,14,9,0.7822,1,False,0,0.17,1.0,0.5585,,0,False,-0.223,-6.14,0.019,0.0028,Healthy,2026-02-07T04:12:17.411251,2026-02-07T04:12:17.411252
P16401,MENA,Crypto,False,Bronze,14,1100.69,466.56,5,0,0.469,3,True,1,0.11,1.0,0.3433,,0,True,-0.222,-28.43,-0.189,-0.0521,Passive_Disengagement,2026-02-07T04:12:17.411304,2026-02-07T04:12:17.411304
P16402,Africa,Mobile_Money,False,Bronze,2,2848.49,866.46,10,0,0.8071,5,False,0,0.33,1.0,0.8695,,0,False,0.301,17.53,0.036,0.0253,Healthy,2026-02-07T04:12:17.411355,2026-02-07T04:12:17.411356
P16403,EMEA,P2P,False,Bronze,15,1509.63,742.05,15,4,0.5066,4,False,0,0.3,1.0,0.8866,,0,False,0.096,71.36,-0.043,0.0287,Healthy,2026-02-07T04:12:17.411411,2026-02-07T04:12:17.411411
P16404,EMEA,Bank,False,Gold,1,1456.0,189.45,21,4,0.7843,1,False,2,0.33,0.0,0.7256,,0,False,0.254,-21.91,0.05,0.0252,Healthy,2026-02-07T04:12:17.411469,2026-02-07T04:12:17.411470
P16405,LATAM,Mobile_Money,False,Bronze,16,3333.4,790.13,32,0,0.6086,1,False,0,0.12,1.0,0.608,,0,False,-0.088,-7.37,0.04,0.0089,Healthy,2026-02-07T04:12:17.411525,2026-02-07T04:12:17.411526
P16406,LATAM,Crypto,False,Silver,33,2096.31,914.0,20,10,0.7465,5,True,0,0.24,1.0,0.5402,,0,False,-0.144,48.81,-0.072,-0.0042,Healthy,2026-02-07T04:12:17.411586,2026-02-07T04:12:17.411587
P16407,LATAM,P2P,False,Bronze,1,1250.03,643.31,21,4,0.7212,5,False,0,0.14,1.0,0.4005,,0,False,0.123,-8.23,0.104,0.0021,Healthy,2026-02-07T04:12:17.411639,2026-02-07T04:12:17.411640
P16408,APAC,Bank,False,Bronze,10,1360.48,492.72,9,3,0.7711,4,False,0,0.53,1.0,0.7461,,0,False,0.159,48.75,0.187,0.0214,Healthy,2026-02-07T04:12:17.411694,2026-02-07T04:12:17.411695
P16409,LATAM,Bank,False,Bronze,2,10747.12,3103.95,8,8,0.814,1,False,1,0.07,1.0,0.5208,,0,False,-0.245,14.7,0.109,-0.0164,Healthy,2026-02-07T04:12:17.411753,2026-02-07T04:12:17.411754
P16410,APAC,Bank,False,Bronze,62,1962.1,676.82,15,0,0.68,5,False,0,0.28,1.0,0.7126,,0,False,0.126,10.61,0.043,0.0285,Healthy,2026-02-07T04:12:17.411808,2026-02-07T04:12:17.411809
P16411,LATAM,Mobile_Money,False,Silver,9,2227.97,805.02,17,2,0.6997,5,False,1,0.63,1.0,0.4917,,0,False,-0.013,27.72,-0.083,-0.014,Healthy,2026-02-07T04:12:17.411867,2026-02-07T04:12:17.411867
P16412,APAC,Bank,False,Silver,23,1667.16,366.73,24,15,0.7267,3,True,1,0.14,0.6672,0.6012,,0,False,-0.049,-10.03,0.069,0.0059,Healthy,2026-02-07T04:12:17.411923,2026-02-07T04:12:17.411924
P16413,MENA,P2P,False,Bronze,8,1017.23,36.47,3,4,0.7836,5,True,1,0.43,1.0,0.3387,,0,True,-0.345,-21.37,-0.09,-0.029,Passive_Disengagement,2026-02-07T04:12:17.411981,2026-02-07T04:12:17.411982
P16414,Africa,P2P,False,Bronze,13,1266.78,271.34,11,8,0.6564,3,False,0,0.09,1.0,0.3917,,0,False,0.045,25.23,-0.017,-0.0098,Healthy,2026-02-07T04:12:17.412034,2026-02-07T04:12:17.412035
P16415,APAC,Crypto,False,Bronze,47,1321.7,135.6,13,2,0.8231,2,False,1,0.44,1.0,0.4543,,0,False,0.297,27.31,-0.021,0.0255,Healthy,2026-02-07T04:12:17.412090,2026-02-07T04:12:17.412090
P16416,LATAM,Bank,False,Gold,9,25437.22,7734.47,4,0,0.7603,3,False,1,0.21,1.0,0.7425,,0,False,0.073,-23.9,0.028,0.0267,Healthy,2026-02-07T04:12:17.412145,2026-02-07T04:12:17.412146
P16417,EMEA,Crypto,False,Bronze,5,3932.23,1206.74,4,4,0.4847,4,True,1,0.27,1.0,0.6699,,0,True,0.227,-9.8,-0.18,-0.0353,Passive_Disengagement,2026-02-07T04:12:17.412197,2026-02-07T04:12:17.412198
P16418,CIS,Bank,False,Bronze,1,3175.68,1207.59,17,8,0.5338,2,False,0,0.26,1.0,0.3688,,0,False,0.557,-10.81,-0.206,0.0068,Healthy,2026-02-07T04:12:17.412252,2026-02-07T04:12:17.412253
P16419,LATAM,Agent,False,Silver,2,1500.36,484.61,17,15,0.5879,5,False,1,0.02,0.5004,0.6704,,0,False,0.338,-3.09,0.024,0.028,Healthy,2026-02-07T04:12:17.412308,2026-02-07T04:12:17.412309
P16420,EMEA,Crypto,False,Bronze,5,4976.33,1835.96,8,9,0.4337,4,False,1,0.07,1.0,0.7303,,0,False,0.158,-14.76,-0.008,-0.0085,Healthy,2026-02-07T04:12:17.412362,2026-02-07T04:12:17.412363
P16421,EMEA,Agent,False,Gold,23,1139.6,563.05,9,0,0.7854,2,False,0,0.19,0.0,0.8321,,0,False,0.096,22.59,0.096,0.0109,Healthy,2026-02-07T04:12:17.412418,2026-02-07T04:12:17.412418
P16422,CIS,Agent,False,Silver,37,1593.7,376.8,22,8,0.1446,2,False,0,0.09,0.5937,0.7537,,0,False,0.186,9.51,-0.069,0.0163,Healthy,2026-02-07T04:12:17.412475,2026-02-07T04:12:17.412476
P16423,APAC,Bank,False,Bronze,1,13151.87,4019.73,2,0,0.6963,2,False,1,0.07,1.0,0.4688,,0,False,-0.011,9.56,0.038,0.0105,Healthy,2026-02-07T04:12:17.412527,2026-02-07T04:12:17.412528
P16424,LATAM,Crypto,False,Platinum,12,2162.6,934.02,6,5,0.8069,4,True,0,0.12,0.0,0.7169,,0,True,-0.085,-65.91,-0.078,-0.0671,Tier_Cliff_Anxiety,2026-02-07T04:12:17.412585,2026-02-07T04:12:17.412586
P16425,MENA,Crypto,False,Bronze,3,10846.43,3301.17,23,9,0.5729,3,False,1,0.02,1.0,0.6876,,0,False,0.03,42.7,0.139,-0.0082,Healthy,2026-02-07T04:12:17.412637,2026-02-07T04:12:17.412638
P16426,LATAM,Mobile_Money,False,Bronze,61,1140.3,393.66,26,5,0.6071,2,False,0,0.06,1.0,0.7451,,0,False,0.186,9.72,-0.185,0.0031,Healthy,2026-02-07T04:12:17.412689,2026-02-07T04:12:17.412690
P16427,EMEA,P2P,False,Bronze,17,8557.58,2259.32,23,0,0.6586,2,False,1,0.16,1.0,0.3936,,0,False,-0.124,-14.95,0.042,-0.0226,Healthy,2026-02-07T04:12:17.412741,2026-02-07T04:12:17.412742
P16428,APAC,Crypto,False,Bronze,4,1836.78,832.01,0,3,0.5948,7,False,1,0.1,1.0,0.7489,,0,True,-0.128,-12.46,-0.046,-0.0282,Passive_Disengagement,2026-02-07T04:12:17.412804,2026-02-07T04:12:17.412805
P16429,APAC,Bank,False,Gold,30,1816.67,707.04,5,13,0.85,3,False,1,0.22,0.0,0.5406,,0,False,0.089,-22.34,-0.012,0.0156,Healthy,2026-02-07T04:12:17.412865,2026-02-07T04:12:17.412866
P16430,EMEA,P2P,False,Silver,18,2766.71,842.96,19,8,0.2863,3,False,0,0.36,1.0,0.6193,,0,False,0.137,-15.39,-0.005,0.0041,Healthy,2026-02-07T04:12:17.412923,2026-02-07T04:12:17.412923
P16431,LATAM,Crypto,False,Silver,28,1044.0,313.84,23,8,0.3813,4,False,0,0.18,0.044,0.3587,,0,False,-0.088,-3.32,-0.01,0.0007,Healthy,2026-02-07T04:12:17.412978,2026-02-07T04:12:17.412979
P16432,APAC,Mobile_Money,False,Bronze,8,1668.73,777.44,8,4,0.692,4,False,0,0.28,1.0,0.4846,,0,False,0.256,38.93,0.127,0.0155,Healthy,2026-02-07T04:12:17.413030,2026-02-07T04:12:17.413031
P16433,LATAM,Mobile_Money,False,Silver,3,3564.73,938.2,15,7,0.6689,2,False,1,0.05,1.0,0.7802,,0,True,0.114,-62.5,-0.33,-0.0277,Passive_Disengagement,2026-02-07T04:12:17.413088,2026-02-07T04:12:17.413089
P16434,MENA,Mobile_Money,False,Silver,8,4424.79,1462.91,8,15,0.5481,2,False,0,0.05,1.0,0.4529,,0,True,0.341,16.89,-0.222,-0.0665,Passive_Disengagement,2026-02-07T04:12:17.413150,2026-02-07T04:12:17.413151
P16435,LATAM,Bank,False,Bronze,27,1739.63,424.4,9,26,0.9279,1,False,0,0.38,1.0,0.5364,,0,False,0.095,-1.71,-0.038,0.009,Healthy,2026-02-07T04:12:17.413205,2026-02-07T04:12:17.413206
P16436,LATAM,Agent,False,Bronze,1,1021.2,263.02,0,1,0.7261,1,False,0,0.08,1.0,0.8426,,0,False,-0.066,-22.38,0.014,0.0551,Healthy,2026-02-07T04:12:17.413257,2026-02-07T04:12:17.413258
P16437,LATAM,Crypto,True,Bronze,23,12001.95,3799.26,21,6,0.8355,4,False,1,0.59,1.0,0.7604,85.71,4,False,0.117,63.64,0.004,0.018,Healthy,2026-02-07T04:12:17.413315,2026-02-07T04:12:17.413316
P16438,EMEA,Agent,False,Bronze,11,4465.59,1605.46,5,7,0.6069,2,False,0,0.14,1.0,0.7882,,0,False,0.133,24.55,-0.031,-0.0001,Healthy,2026-02-07T04:12:17.413368,2026-02-07T04:12:17.413368
P16439,EMEA,Crypto,False,Gold,19,1666.56,612.88,20,1,0.5091,4,False,0,0.44,0.0,0.4292,,0,False,0.065,-23.22,-0.115,0.0105,Healthy,2026-02-07T04:12:17.413430,2026-02-07T04:12:17.413431
P16440,Africa,Agent,False,Bronze,9,1378.45,421.22,17,2,0.595,5,False,1,0.06,1.0,0.5212,,0,False,-0.035,18.11,-0.16,0.0062,Healthy,2026-02-07T04:12:17.413485,2026-02-07T04:12:17.413486
P16441,CIS,Bank,False,Bronze,91,3849.63,1350.5,16,1,0.7517,4,False,3,0.19,1.0,0.6688,,0,False,0.157,32.47,-0.114,0.0383,Healthy,2026-02-07T04:12:17.413540,2026-02-07T04:12:17.413541
P16442,EMEA,P2P,False,Silver,7,1278.46,203.94,29,8,0.2463,1,False,0,0.22,0.2785,0.7353,,0,False,0.346,23.47,-0.078,0.0205,Healthy,2026-02-07T04:12:17.413599,2026-02-07T04:12:17.413600
P16443,APAC,Agent,False,Silver,3,1342.93,403.81,10,8,0.4483,4,False,0,0.14,0.3429,0.458,,0,False,0.155,50.71,0.022,0.0109,Healthy,2026-02-07T04:12:17.413658,2026-02-07T04:12:17.413659
P16444,CIS,Agent,False,Silver,40,1021.74,248.61,10,0,0.7744,2,False,1,0.11,0.0217,0.5519,,0,False,0.442,8.79,-0.071,0.0004,Healthy,2026-02-07T04:12:17.413749,2026-02-07T04:12:17.413750
P16445,MENA,Crypto,False,Bronze,1,2196.66,793.78,11,7,0.8,6,True,0,0.02,1.0,0.8531,,0,False,0.244,-22.02,0.039,0.0077,Healthy,2026-02-07T04:12:17.413803,2026-02-07T04:12:17.413804
P16446,LATAM,Agent,False,Gold,10,1019.29,239.27,19,1,0.7136,4,False,0,0.03,0.0,0.7572,,0,False,-0.31,21.96,0.133,0.0272,Healthy,2026-02-07T04:12:17.413859,2026-02-07T04:12:17.413860
P16447,APAC,Agent,False,Silver,4,1071.15,331.03,15,0,0.6307,2,False,0,0.14,0.0712,0.6823,,0,False,0.125,29.06,0.092,-0.0203,Healthy,2026-02-07T04:12:17.413915,2026-02-07T04:12:17.413916
P16448,Africa,Bank,False,Silver,18,1058.15,173.94,9,0,0.7598,3,False,1,0.19,0.0582,0.5724,,0,False,0.048,6.14,0.005,0.0219,Healthy,2026-02-07T04:12:17.413971,2026-02-07T04:12:17.413971
P16449,CIS,Crypto,False,Bronze,35,1020.41,54.01,33,0,0.7363,2,False,0,0.14,1.0,0.3757,,0,False,0.223,7.09,0.05,0.0167,Healthy,2026-02-07T04:12:17.414023,2026-02-07T04:12:17.414024
P16450,LATAM,Bank,False,Bronze,11,1173.1,28.07,16,14,0.7234,3,False,0,0.06,1.0,0.8305,,0,False,0.124,-20.58,0.093,0.0106,Healthy,2026-02-07T04:12:17.414076,2026-02-07T04:12:17.414076
P16451,EMEA,Bank,False,Silver,3,3190.54,618.63,25,16,0.7268,2,False,0,0.34,1.0,0.6567,,0,False,-0.231,-16.36,-0.102,0.042,Healthy,2026-02-07T04:12:17.414133,2026-02-07T04:12:17.414134
P16452,EMEA,Crypto,False,Silver,6,1031.27,208.01,17,0,0.683,3,False,1,0.21,0.0313,0.6133,,0,False,-0.052,-15.17,0.017,0.0297,Healthy,2026-02-07T04:12:17.414192,2026-02-07T04:12:17.414193
P16453,LATAM,Bank,False,Bronze,32,3582.31,1018.73,20,0,0.4506,4,False,1,0.12,1.0,0.746,,0,False,-0.041,35.29,0.136,0.0114,Healthy,2026-02-07T04:12:17.414244,2026-02-07T04:12:17.414245
P16454,LATAM,Bank,False,Bronze,28,2273.6,909.71,4,8,0.582,6,False,2,0.42,1.0,0.4683,,0,True,-0.118,-61.37,-0.063,-0.0613,Passive_Disengagement,2026-02-07T04:12:17.414297,2026-02-07T04:12:17.414297
P16455,MENA,P2P,False,Bronze,13,2672.34,599.83,17,0,0.4684,2,False,0,0.16,1.0,0.623,,0,False,0.178,-66.7,-0.015,-0.0307,Healthy,2026-02-07T04:12:17.414352,2026-02-07T04:12:17.414353
P16456,EMEA,Agent,False,Silver,18,4029.19,655.35,32,1,0.7112,3,False,1,0.2,1.0,0.8505,,0,False,-0.212,42.42,0.011,0.0159,Healthy,2026-02-07T04:12:17.414412,2026-02-07T04:12:17.414412
P16457,LATAM,Agent,False,Bronze,23,6692.91,2143.73,25,2,0.5307,4,False,0,0.02,1.0,0.6982,,0,False,0.122,12.57,0.007,-0.0094,Healthy,2026-02-07T04:12:17.414464,2026-02-07T04:12:17.414465
P16458,LATAM,Crypto,True,Bronze,25,1562.17,257.95,25,0,0.5395,4,False,2,0.22,1.0,0.7298,90.91,1,False,0.317,12.47,0.063,0.0117,Healthy,2026-02-07T04:12:17.414516,2026-02-07T04:12:17.414517
P16459,APAC,Agent,False,Silver,25,1625.28,681.07,21,5,0.6833,1,True,0,0.07,0.6253,0.667,,0,True,-0.382,-59.16,-0.106,-0.042,Passive_Disengagement,2026-02-07T04:12:17.414579,2026-02-07T04:12:17.414580
P16460,EMEA,Bank,False,Bronze,8,8994.1,2374.46,17,5,0.6266,2,False,0,0.27,1.0,0.6329,,0,False,-0.264,45.18,0.094,0.009,Healthy,2026-02-07T04:12:17.414631,2026-02-07T04:12:17.414632
P16461,APAC,P2P,False,Gold,4,2618.28,562.06,3,0,0.7703,4,False,1,0.18,0.0,0.4121,,0,False,-0.445,-9.24,0.086,0.025,Healthy,2026-02-07T04:12:17.414687,2026-02-07T04:12:17.414687
P16462,LATAM,Crypto,False,Platinum,4,1151.15,317.64,19,2,0.5505,2,False,1,0.22,0.0,0.5213,,0,True,0.047,-75.69,-0.346,-0.06,Tier_Cliff_Anxiety,2026-02-07T04:12:17.414745,2026-02-07T04:12:17.414749
P16463,APAC,P2P,False,Bronze,1,1317.94,304.39,13,0,0.4334,3,False,0,0.26,1.0,0.3295,,0,False,0.265,-65.91,0.209,-0.009,Healthy,2026-02-07T04:12:17.414808,2026-02-07T04:12:17.414809
P16464,MENA,Crypto,False,Silver,18,7064.6,2020.24,15,5,0.3184,4,False,1,0.29,1.0,0.5404,,0,False,0.135,-44.37,-0.01,-0.014,Healthy,2026-02-07T04:12:17.414864,2026-02-07T04:12:17.414865
P16465,MENA,Crypto,False,Bronze,1,1475.6,193.16,10,3,0.4628,2,False,0,0.12,1.0,0.6822,,0,False,-0.093,65.04,0.027,0.0171,Healthy,2026-02-07T04:12:17.414916,2026-02-07T04:12:17.414917
P16466,LATAM,P2P,False,Silver,6,1438.95,529.56,17,0,0.831,4,False,0,0.17,0.439,0.6903,,0,False,0.187,-3.01,-0.018,0.0143,Healthy,2026-02-07T04:12:17.414972,2026-02-07T04:12:17.414973
P16467,EMEA,Bank,False,Bronze,4,2184.91,448.04,17,7,0.7456,3,False,1,0.17,1.0,0.4752,,0,False,-0.213,18.89,-0.046,-0.0035,Healthy,2026-02-07T04:12:17.415024,2026-02-07T04:12:17.415025
P16468,APAC,Agent,False,Bronze,11,1229.59,501.06,4,7,0.6256,5,False,2,0.18,1.0,0.5552,,0,False,0.272,-55.56,-0.065,0.0295,Healthy,2026-02-07T04:12:17.415076,2026-02-07T04:12:17.415077
P16469,LATAM,Mobile_Money,False,Silver,5,4852.78,1573.98,15,23,0.5618,1,False,0,0.04,1.0,0.7007,,0,True,-0.018,-115.34,-0.059,-0.0336,Passive_Disengagement,2026-02-07T04:12:17.415133,2026-02-07T04:12:17.415134
P16470,CIS,Agent,False,Bronze,2,1699.76,304.5,14,14,0.3247,6,False,0,0.15,1.0,0.7841,,0,False,0.142,3.53,0.018,-0.007,Healthy,2026-02-07T04:12:17.415185,2026-02-07T04:12:17.415186
